order_id,order_date,ship_date,customer_id,location_id,ship_mode,order_priority
MX-2012-123582,05-10-2012,07-10-2012,BP-11050,LOC-C18DF88003,Second Class,High
ES-2014-5662666,26-02-2014,28-02-2014,PN-18775,LOC-5E33FBE245,Second Class,Medium
ES-2013-5259588,07-08-2013,12-08-2013,AC-10420,LOC-3C6256A33D,Standard Class,Medium
CA-2014-106033,16-10-2014,19-10-2014,FG-14260,LOC-3CBE928151,Second Class,High
CA-2012-158148,20-12-2012,26-12-2012,JM-15865,LOC-ADD26CF773,Standard Class,Low
TU-2012-100,01-03-2012,07-03-2012,BC-1125,LOC-2CE1D0AC49,Standard Class,Medium
SI-2013-7840,12-11-2013,18-11-2013,TC-10980,LOC-723519A9E6,Standard Class,Low
MX-2012-154403,09-04-2012,15-04-2012,MT-18070,LOC-895822C425,Standard Class,Low
US-2011-166366,03-12-2011,07-12-2011,DD-13570,LOC-39A4CFFC97,Standard Class,Medium
ES-2013-3499277,02-12-2013,09-12-2013,TP-21130,LOC-904702D402,Standard Class,Low
ES-2014-2823477,10-02-2014,16-02-2014,KB-16585,LOC-A9B9DB87C4,Standard Class,Medium
CA-2012-155040,10-11-2012,15-11-2012,AH-10210,LOC-C4A6494E4F,Standard Class,Medium
SA-2013-2540,29-08-2013,01-09-2013,DM-3345,LOC-E365C22474,Second Class,Critical
MX-2013-133634,01-07-2013,05-07-2013,BS-11365,LOC-FE66D79DF5,Standard Class,Medium
ES-2012-2785188,01-02-2012,06-02-2012,RA-19945,LOC-505BAA0BF9,Standard Class,Medium
ES-2011-3156142,24-09-2011,27-09-2011,VG-21805,LOC-93E32DE5F0,First Class,Medium
ID-2013-12309,29-07-2013,03-08-2013,CS-12175,LOC-9DF26B0066,Standard Class,Medium
ID-2014-26827,03-10-2014,07-10-2014,DM-13015,LOC-12D2692870,Standard Class,Medium
ID-2011-28927,03-11-2011,09-11-2011,FP-14320,LOC-AAF27D36E6,Standard Class,Medium
ID-2014-82694,15-08-2014,18-08-2014,PC-19000,LOC-34952E93B3,Second Class,Critical
US-2014-133781,23-06-2014,24-06-2014,DC-12850,LOC-69AD5AA8B3,First Class,High
RS-2012-1720,13-06-2012,15-06-2012,JK-5640,LOC-00F2005AA3,Second Class,High
UP-2014-1480,12-09-2014,17-09-2014,FC-4335,LOC-32E8001457,Standard Class,High
NI-2014-9710,11-10-2014,15-10-2014,MG-7680,LOC-A84F2B4D82,Standard Class,Medium
US-2014-146213,20-02-2014,25-02-2014,EA-14035,LOC-A127DEA9CB,Standard Class,Medium
MX-2011-131023,05-10-2011,09-10-2011,FM-14290,LOC-BDCE50C6FB,Standard Class,High
MX-2013-108133,12-04-2013,17-04-2013,SV-20365,LOC-DFAEA70909,Standard Class,Medium
MX-2013-108945,14-10-2013,18-10-2013,LR-17035,LOC-E93EBB587D,Standard Class,High
ES-2014-3610373,04-08-2014,10-08-2014,MC-17845,LOC-F27139994F,Standard Class,Medium
ES-2013-2117585,07-08-2013,11-08-2013,LR-17035,LOC-5122523B29,Standard Class,High
ES-2011-5099069,17-03-2011,23-03-2011,YC-21895,LOC-91504784E7,Standard Class,Medium
IN-2013-83534,02-11-2013,06-11-2013,MG-17875,LOC-3CD6E420A4,Standard Class,Medium
CA-2014-159688,08-05-2014,13-05-2014,AB-10060,LOC-4744CC4C6A,Standard Class,Medium
US-2011-107993,25-11-2011,30-11-2011,SE-20110,LOC-B246AAB04D,Standard Class,Medium
IR-2011-3300,26-04-2011,29-04-2011,AR-825,LOC-826B598C9F,Second Class,Medium
PL-2013-2110,26-01-2013,31-01-2013,KC-6255,LOC-93ACE149E8,Standard Class,Medium
IZ-2011-600,28-07-2011,28-07-2011,DB-2910,LOC-3E31DE40BA,Same Day,Medium
KE-2013-4620,10-09-2013,14-09-2013,SW-10350,LOC-F727A8AF0D,Second Class,High
MX-2012-155229,19-10-2012,24-10-2012,AR-10510,LOC-D67FD41532,Standard Class,High
MX-2014-166660,06-01-2014,06-01-2014,CW-11905,LOC-589AE40A95,Same Day,Medium
MX-2012-133732,17-09-2012,19-09-2012,MP-17470,LOC-D9E68E2BC2,First Class,High
MX-2012-114083,07-07-2012,12-07-2012,PV-18985,LOC-5D04FBB49E,Standard Class,Medium
MX-2013-160087,17-11-2013,23-11-2013,Dp-13240,LOC-C3DE85D3A9,Standard Class,Medium
MX-2012-131653,13-01-2012,19-01-2012,PO-18850,LOC-3D9775CB12,Standard Class,Medium
ES-2013-1883688,05-12-2013,07-12-2013,TW-21025,LOC-5C57C1DFFB,First Class,High
ID-2011-28395,30-03-2011,05-04-2011,BF-11080,LOC-D7C6D25005,Standard Class,Medium
CA-2012-111094,09-07-2012,13-07-2012,CB-12535,LOC-B38A237543,Standard Class,Medium
TU-2014-3350,07-02-2014,13-02-2014,JF-5190,LOC-0D11E625EF,Standard Class,Low
IR-2013-9070,11-01-2013,15-01-2013,LS-6945,LOC-82486D5E89,Standard Class,Medium
IN-2014-17874,22-03-2014,27-03-2014,DJ-13510,LOC-C20CB2A4B8,Standard Class,Medium
CA-2014-152709,08-10-2014,13-10-2014,DB-13210,LOC-A6C700D95D,Standard Class,Medium
IR-2014-3120,06-01-2014,08-01-2014,CM-1830,LOC-A06312C34A,First Class,High
MX-2012-120369,10-08-2012,14-08-2012,DO-13435,LOC-DF575BA85C,Standard Class,Medium
IT-2013-5655409,31-07-2013,04-08-2013,RM-19375,LOC-C7AC66EF9D,Standard Class,Medium
ES-2014-1913487,08-10-2014,12-10-2014,CM-12445,LOC-9A419DC158,Standard Class,High
ES-2014-1117053,07-11-2014,12-11-2014,LT-17110,LOC-6BEBEBAE15,Standard Class,Medium
PL-2011-5240,26-07-2011,30-07-2011,PB-9150,LOC-99CFC512F0,Standard Class,Medium
NI-2011-4450,10-05-2011,12-05-2011,JL-5850,LOC-A9DDBF2418,Second Class,Medium
JO-2012-4590,21-12-2012,25-12-2012,AG-300,LOC-772DD221AD,Standard Class,Medium
LO-2014-9380,28-03-2014,02-04-2014,AH-195,LOC-97A3790C10,Standard Class,Medium
MX-2014-166716,16-06-2014,20-06-2014,FC-14245,LOC-721DAB06C7,Second Class,High
MX-2013-127642,04-12-2013,06-12-2013,SP-20860,LOC-5F98AD9ECD,First Class,Critical
MX-2013-116036,13-03-2013,18-03-2013,EB-14170,LOC-CC56702B70,Standard Class,Medium
ES-2013-3508441,06-08-2013,11-08-2013,RB-19465,LOC-7E42768736,Second Class,Medium
CA-2014-115364,27-06-2014,03-07-2014,OT-18730,LOC-9BAC1EDD5D,Standard Class,Medium
US-2013-104647,25-10-2013,31-10-2013,SC-20725,LOC-A5F3724ADF,Standard Class,Medium
ES-2014-3388021,16-07-2014,17-07-2014,DR-12940,LOC-027FB47966,First Class,Medium
ES-2014-5230839,07-07-2014,12-07-2014,FH-14275,LOC-B329B4C7BF,Second Class,Medium
IN-2014-61820,21-01-2014,27-01-2014,MH-17440,LOC-8E08E1401C,Standard Class,Medium
IN-2014-74476,16-08-2014,21-08-2014,KL-16555,LOC-3C0105F5A0,Second Class,Medium
ID-2012-60490,21-06-2012,21-06-2012,ES-14080,LOC-D095172B6E,Same Day,High
IN-2014-79019,28-02-2014,05-03-2014,TW-21025,LOC-51A32FF24B,Standard Class,Medium
IN-2013-61001,17-12-2013,24-12-2013,RP-19855,LOC-0267880303,Standard Class,Medium
CA-2013-116918,02-10-2013,07-10-2013,JK-15205,LOC-A0ED7D45FD,Second Class,Medium
CA-2014-169362,13-10-2014,16-10-2014,SP-20860,LOC-AD454BD100,First Class,High
UP-2012-5230,16-04-2012,21-04-2012,MK-7905,LOC-D767AFBE66,Standard Class,Medium
IR-2013-3290,16-08-2013,20-08-2013,MS-7530,LOC-168EB8A266,Standard Class,Medium
NI-2013-5240,03-09-2013,05-09-2013,SR-10425,LOC-42B163ED17,Second Class,High
MX-2014-114944,30-04-2014,05-05-2014,PT-19090,LOC-772B24DBD0,Second Class,Medium
MX-2012-130792,20-12-2012,24-12-2012,EJ-13720,LOC-28946D3071,Second Class,Medium
IT-2014-5984498,01-10-2014,06-10-2014,MM-17920,LOC-0DA27C1C5F,Standard Class,Medium
IN-2012-25231,16-05-2012,21-05-2012,SC-20695,LOC-11F98EDE2C,Standard Class,Medium
ID-2012-53259,09-10-2012,12-10-2012,DB-13270,LOC-3A0738DBD9,First Class,Critical
IN-2013-78389,05-01-2013,08-01-2013,JK-15205,LOC-8DC93C1A9A,First Class,Medium
CA-2011-134551,20-12-2011,25-12-2011,TS-21505,LOC-1F1AE89FCA,Standard Class,High
CA-2011-123323,07-11-2011,12-11-2011,LH-16900,LOC-3CBE928151,Standard Class,Medium
CA-2014-110884,08-03-2014,13-03-2014,SH-20395,LOC-71FEFCBBEE,Standard Class,Medium
CA-2014-121160,05-11-2014,05-11-2014,FM-14290,LOC-50042DC860,Same Day,Medium
TU-2014-1310,12-06-2014,18-06-2014,PV-8985,LOC-7A42E93F0C,Standard Class,Medium
EZ-2012-7090,08-08-2012,13-08-2012,JR-5670,LOC-84B3A781C0,Standard Class,Medium
US-2013-151946,23-05-2013,26-05-2013,FC-14245,LOC-BDCE50C6FB,First Class,High
MX-2014-113530,20-05-2014,26-05-2014,KH-16510,LOC-A4AD92EA17,Standard Class,Low
MX-2014-160402,16-10-2014,21-10-2014,TB-21280,LOC-D067A2A85E,Standard Class,Medium
ES-2012-4306010,05-12-2012,09-12-2012,IG-15085,LOC-DD5AC5DE15,Standard Class,Medium
IT-2013-2617184,12-08-2013,12-08-2013,VD-21670,LOC-2544F9991C,Same Day,High
US-2013-122182,11-03-2013,15-03-2013,BD-11770,LOC-5DA09C52FB,Standard Class,High
CA-2014-150931,07-01-2014,14-01-2014,DP-13390,LOC-91C0DCCFCF,Standard Class,Low
CA-2011-125171,03-09-2011,03-09-2011,AG-10390,LOC-5205C5827F,Same Day,Critical
SF-2011-9140,26-12-2011,27-12-2011,MB-7305,LOC-93E32A265D,First Class,High
CG-2013-6650,17-09-2013,21-09-2013,GB-4575,LOC-EAC309FFF0,Standard Class,Medium
IS-2014-2650,30-05-2014,04-06-2014,CG-2520,LOC-A1EEB070AE,Standard Class,High
RS-2013-7900,13-02-2013,18-02-2013,TP-11565,LOC-5FE9A9AE13,Standard Class,Medium
US-2012-156797,19-11-2012,26-11-2012,BW-11065,LOC-A5F3724ADF,Standard Class,Medium
ES-2012-5722902,29-12-2012,02-01-2013,BT-11530,LOC-6BEBEBAE15,Standard Class,Medium
ES-2014-1419291,13-06-2014,15-06-2014,AR-10825,LOC-7926EB0AD6,Second Class,High
ID-2012-12869,28-11-2012,03-12-2012,ML-17755,LOC-56D3346765,Standard Class,Medium
IN-2014-71879,12-12-2014,17-12-2014,DN-13690,LOC-87BF72E755,Standard Class,Medium
CA-2013-139941,13-06-2013,18-06-2013,CB-12415,LOC-B0DB6174AD,Standard Class,Medium
AJ-2013-1340,02-06-2013,04-06-2013,JR-5700,LOC-2B87FF663C,Second Class,High
MX-2013-108819,16-07-2013,21-07-2013,SM-20320,LOC-3909E3A065,Second Class,High
MX-2012-103114,07-05-2012,14-05-2012,SR-20740,LOC-914E1FBA87,Standard Class,Low
MX-2014-161228,03-09-2014,06-09-2014,SG-20890,LOC-79C5B41A7C,Second Class,Medium
IT-2014-5237848,04-12-2014,06-12-2014,FO-14305,LOC-56E24478D8,Second Class,Medium
ES-2013-1072619,21-11-2013,25-11-2013,SM-20905,LOC-A14A8C25BC,Standard Class,Medium
ES-2013-5491146,07-08-2013,12-08-2013,AA-10315,LOC-AC6A742C24,Standard Class,Medium
IN-2013-26911,08-11-2013,12-11-2013,AS-10135,LOC-6154A24724,Standard Class,Medium
IN-2011-42570,30-03-2011,02-04-2011,MH-17785,LOC-5D572D61A2,First Class,High
ID-2013-46427,20-06-2013,24-06-2013,NB-18580,LOC-37CD67756B,Standard Class,High
IN-2012-77780,25-05-2012,29-05-2012,EH-14125,LOC-3C7C147FBA,Standard Class,Medium
US-2012-142811,02-04-2012,07-04-2012,JL-15850,LOC-5BFA78AD35,Standard Class,Medium
CG-2011-9130,04-04-2011,08-04-2011,CL-1890,LOC-EAC309FFF0,Standard Class,High
TU-2013-9210,23-09-2013,29-09-2013,CC-2475,LOC-8E3047DB11,Standard Class,Low
AL-2012-9220,19-04-2012,24-04-2012,JD-5895,LOC-47624EEE88,Standard Class,Medium
IZ-2014-5670,24-01-2014,27-01-2014,BP-1155,LOC-3E31DE40BA,First Class,Medium
RS-2012-310,14-09-2012,18-09-2012,RF-9345,LOC-893F89D0EC,Standard Class,High
MX-2011-169656,11-03-2011,16-03-2011,RD-19930,LOC-7997A04EE2,Standard Class,Medium
ES-2013-2232047,03-10-2013,09-10-2013,MS-17830,LOC-895BC2CF85,Standard Class,Low
IN-2013-62835,17-04-2013,22-04-2013,MG-17680,LOC-CFC33A549D,Standard Class,Medium
IN-2014-13044,26-09-2014,30-09-2014,KB-16240,LOC-8AC8CD498A,Second Class,Medium
IN-2014-12358,20-11-2014,24-11-2014,KW-16435,LOC-562BA13087,Standard Class,Medium
ID-2013-54631,11-12-2013,18-12-2013,VM-21685,LOC-37CD67756B,Standard Class,Medium
IN-2012-40918,21-06-2012,23-06-2012,LH-17155,LOC-BED3676957,First Class,High
IR-2011-2210,13-09-2011,17-09-2011,BM-1650,LOC-826B598C9F,Standard Class,Medium
TZ-2013-6160,23-11-2013,27-11-2013,MG-7875,LOC-A46E3EDAC2,Second Class,Medium
MX-2013-155068,30-10-2013,01-11-2013,NG-18355,LOC-C5C1725955,First Class,Medium
MX-2011-132213,02-11-2011,06-11-2011,BS-11665,LOC-808B67094D,Second Class,High
IT-2013-5153136,21-08-2013,27-08-2013,RP-19390,LOC-EC3BCF8067,Standard Class,Medium
ES-2013-2559061,23-10-2013,24-10-2013,CR-12820,LOC-4CB920B769,First Class,High
IN-2013-64333,12-08-2013,13-08-2013,KE-16420,LOC-F1568B70F4,First Class,High
ID-2012-48037,12-10-2012,14-10-2012,SC-20260,LOC-562BA13087,Second Class,High
SF-2014-9810,19-12-2014,20-12-2014,TC-11295,LOC-3282593BE5,First Class,Medium
US-2013-106831,09-12-2013,13-12-2013,MP-17470,LOC-9AE3B6C99F,Standard Class,High
ES-2013-1727818,11-11-2013,13-11-2013,AJ-10945,LOC-7D819CFA8B,Second Class,High
IN-2011-47533,26-05-2011,01-06-2011,BD-11770,LOC-791141CE41,Standard Class,Low
US-2012-138716,17-09-2012,20-09-2012,CS-11845,LOC-F342F40495,First Class,High
RO-2014-1570,05-09-2014,06-09-2014,GA-4515,LOC-A280DD501C,First Class,High
MX-2012-150504,08-10-2012,13-10-2012,DC-13285,LOC-C5C1725955,Standard Class,Medium
MX-2014-154704,06-08-2014,09-08-2014,JB-15400,LOC-C48C0F54C7,Second Class,Medium
US-2014-112424,02-07-2014,07-07-2014,RW-19630,LOC-81769835D9,Second Class,Medium
US-2013-125241,17-10-2013,19-10-2013,SC-20020,LOC-A5F3724ADF,Second Class,High
IT-2014-1842643,17-07-2014,22-07-2014,DK-13150,LOC-2544F9991C,Standard Class,Medium
ES-2012-3346363,13-11-2012,14-11-2012,TS-21655,LOC-AA9E656D74,First Class,High
ES-2011-3366039,26-05-2011,28-05-2011,SH-20395,LOC-9563159EED,First Class,Medium
ES-2013-4374499,11-12-2013,17-12-2013,RS-19870,LOC-826E029231,Standard Class,Medium
ES-2013-4365500,05-12-2013,09-12-2013,CH-12070,LOC-651C0BD145,Standard Class,Medium
ID-2014-26323,21-05-2014,27-05-2014,DK-13375,LOC-E7D5180DF4,Standard Class,Medium
CA-2013-155187,25-09-2013,27-09-2013,LA-16780,LOC-4744CC4C6A,Second Class,Medium
CA-2013-109925,07-11-2013,11-11-2013,IM-15070,LOC-9BAC1EDD5D,Second Class,Medium
CA-2011-132542,06-10-2011,08-10-2011,AM-10360,LOC-942C1CE9D3,Second Class,Critical
CA-2014-139080,24-01-2014,29-01-2014,CS-12250,LOC-914B52C30A,Standard Class,Medium
CA-2014-118864,16-06-2014,20-06-2014,KH-16690,LOC-2F3DBF3592,Second Class,Medium
ML-2014-4160,30-04-2014,05-05-2014,TM-11490,LOC-3152C36974,Standard Class,Medium
US-2014-123484,21-03-2014,25-03-2014,KT-16465,LOC-6A9021FF33,Standard Class,Medium
MX-2014-108322,20-10-2014,24-10-2014,MS-17830,LOC-CC56702B70,Standard Class,High
ES-2013-3359334,31-10-2013,05-11-2013,TD-20995,LOC-C8600C450E,Standard Class,Medium
ID-2014-32119,11-09-2014,15-09-2014,Dl-13600,LOC-56D3346765,Standard Class,Medium
ID-2014-55226,23-06-2014,29-06-2014,ML-18265,LOC-F36D34692B,Standard Class,Medium
TU-2014-8680,09-08-2014,11-08-2014,NW-8400,LOC-10381F04B9,First Class,High
MX-2011-116512,26-09-2011,29-09-2011,MH-17785,LOC-418AA17825,First Class,Critical
US-2012-111122,14-03-2012,18-03-2012,NP-18685,LOC-C684025FA0,Standard Class,Medium
ES-2013-3830070,05-09-2013,08-09-2013,PM-18940,LOC-9FBB31125F,First Class,Medium
IN-2014-55513,09-12-2014,13-12-2014,CR-12580,LOC-CB11DA9448,Standard Class,Medium
IN-2012-42094,02-05-2012,08-05-2012,DM-12955,LOC-8DC93C1A9A,Standard Class,Medium
CA-2011-126802,29-12-2011,05-01-2012,ZC-21910,LOC-4A44E30EF8,Standard Class,Low
ZA-2014-3980,14-04-2014,17-04-2014,FH-4275,LOC-D2D27627AC,First Class,Medium
BO-2014-8690,28-03-2014,01-04-2014,MS-7980,LOC-94A738A405,Second Class,Medium
MX-2014-159779,15-08-2014,20-08-2014,JO-15550,LOC-4F882CFF34,Standard Class,Medium
US-2012-129434,15-08-2012,17-08-2012,ME-17725,LOC-A5F3724ADF,Second Class,Critical
US-2012-138464,22-10-2012,26-10-2012,TS-21505,LOC-F4A4725E50,Standard Class,High
ID-2014-51803,31-05-2014,02-06-2014,AB-10060,LOC-D7C6D25005,First Class,High
TU-2013-4470,10-09-2013,14-09-2013,BP-1185,LOC-A01A5DDA8D,Standard Class,Medium
BO-2014-5730,26-06-2014,29-06-2014,ME-7320,LOC-94A738A405,Second Class,High
MX-2013-114020,05-09-2013,10-09-2013,PV-18985,LOC-C5C1725955,Standard Class,Medium
MX-2014-130190,25-11-2014,30-11-2014,JP-15460,LOC-E93EBB587D,Standard Class,Medium
MX-2013-143875,14-10-2013,18-10-2013,CL-11890,LOC-3790D28D87,Standard Class,Medium
ES-2014-1581942,25-12-2014,31-12-2014,ST-20530,LOC-830C8383A0,Standard Class,Medium
ES-2014-4417507,20-08-2014,27-08-2014,TC-21295,LOC-F699D6BC84,Standard Class,Medium
ES-2011-2570414,27-11-2011,01-12-2011,AJ-10945,LOC-9855D31D16,Standard Class,High
IN-2012-54456,20-09-2012,25-09-2012,DK-13090,LOC-4702A01FA9,Standard Class,Medium
CA-2012-106565,20-03-2012,23-03-2012,BW-11110,LOC-07452EB189,First Class,Medium
CA-2014-140298,12-05-2014,18-05-2014,JK-16120,LOC-E651997382,Standard Class,Medium
CA-2012-164623,20-10-2012,22-10-2012,MS-17770,LOC-71FEFCBBEE,First Class,High
UP-2014-1540,18-09-2014,22-09-2014,CS-2355,LOC-E2E1D46A12,Standard Class,Medium
IV-2014-9820,05-08-2014,10-08-2014,JC-5775,LOC-9D87FF5C1C,Standard Class,Medium
MX-2013-127201,04-10-2013,08-10-2013,AS-10090,LOC-39A4CFFC97,Standard Class,Medium
MX-2014-114552,26-05-2014,02-06-2014,AS-10045,LOC-E65F1C7F03,Standard Class,Medium
US-2014-134271,07-04-2014,10-04-2014,DV-13045,LOC-74B2F626DC,First Class,Medium
MX-2013-120894,05-06-2013,12-06-2013,CA-12310,LOC-28CE5D1ED0,Standard Class,Medium
IN-2012-81413,09-11-2012,14-11-2012,GA-14725,LOC-55B430D0FB,Standard Class,High
IN-2014-83618,05-11-2014,11-11-2014,CC-12220,LOC-78E0B37DE6,Standard Class,Medium
CA-2014-144932,15-04-2014,18-04-2014,AB-10165,LOC-01553EDED4,First Class,Medium
CA-2012-129112,29-11-2012,30-11-2012,AW-10840,LOC-FA512FFAC8,First Class,Critical
CA-2013-166443,05-11-2013,06-11-2013,LH-17020,LOC-E18DB06109,First Class,Medium
CA-2011-132801,07-10-2011,12-10-2011,JG-15805,LOC-AD454BD100,Standard Class,Medium
CA-2011-168823,21-09-2011,24-09-2011,MA-17560,LOC-5DA09C52FB,First Class,High
US-2014-151127,23-05-2014,26-05-2014,RL-19615,LOC-C7CDAA6C06,First Class,Medium
SG-2014-720,26-11-2014,30-11-2014,NC-8340,LOC-A8F5A1F537,Standard Class,High
ZA-2014-3110,21-06-2014,25-06-2014,JE-5475,LOC-A79B9D558E,Standard Class,High
NI-2011-700,06-06-2011,12-06-2011,SN-10560,LOC-A84F2B4D82,Standard Class,Medium
MX-2013-137155,14-10-2013,20-10-2013,AF-10870,LOC-D067A2A85E,Standard Class,Medium
IT-2013-4258921,15-01-2013,17-01-2013,PS-18970,LOC-488757C7CD,First Class,Medium
ES-2014-5318878,12-11-2014,17-11-2014,FO-14305,LOC-757FD08B08,Standard Class,Medium
ID-2011-20436,31-08-2011,04-09-2011,PC-19000,LOC-D7C6D25005,Second Class,High
CA-2013-121755,16-01-2013,20-01-2013,EH-13945,LOC-C7CDAA6C06,Second Class,Medium
CA-2014-132976,14-10-2014,18-10-2014,AG-10495,LOC-0AB8EDF435,Standard Class,High
CA-2012-164441,08-11-2012,13-11-2012,AC-10450,LOC-4B42472FBE,Standard Class,Medium
MX-2011-147858,10-03-2011,15-03-2011,TN-21040,LOC-D71FC7A6DE,Standard Class,Medium
IT-2013-2980669,14-02-2013,19-02-2013,MG-17890,LOC-6469D8E19E,Standard Class,Medium
IN-2014-45188,17-10-2014,18-10-2014,DR-12940,LOC-501CB7C35B,First Class,High
IN-2014-86453,11-12-2014,16-12-2014,RF-19840,LOC-04F9188E88,Second Class,Medium
CA-2011-137911,09-10-2011,15-10-2011,BP-11095,LOC-E97D2CA819,Standard Class,Medium
CA-2013-127194,11-12-2013,17-12-2013,BW-11110,LOC-309C6B70D3,Standard Class,Medium
CA-2012-145324,15-11-2012,19-11-2012,DH-13675,LOC-759A12B1E7,Standard Class,High
IZ-2014-9900,08-12-2014,12-12-2014,LC-6870,LOC-C199E8DA6A,Standard Class,Medium
TU-2014-4880,20-01-2014,26-01-2014,DK-3150,LOC-A9BB2992DA,Standard Class,Medium
MX-2014-131492,01-10-2014,06-10-2014,CS-12505,LOC-721DAB06C7,Second Class,Medium
US-2012-149818,26-11-2012,30-11-2012,CD-11980,LOC-CC56702B70,Standard Class,High
ES-2011-2719699,02-12-2011,08-12-2011,RM-19675,LOC-2B091B36A5,Standard Class,Medium
IT-2014-1075109,19-03-2014,25-03-2014,CA-12055,LOC-F2F33706E6,Standard Class,Low
ES-2013-5782657,01-01-2013,07-01-2013,CC-12220,LOC-C96E717552,Standard Class,Medium
ES-2013-1166961,16-09-2013,23-09-2013,LW-17125,LOC-3E75EB01EF,Standard Class,Low
IN-2012-70619,31-07-2012,04-08-2012,GM-14455,LOC-E0CEFFBDB1,Second Class,Medium
IN-2014-68855,08-05-2014,14-05-2014,AR-10510,LOC-83CF548450,Standard Class,Medium
CA-2012-121391,04-10-2012,07-10-2012,AA-10315,LOC-EBE7B9C59C,First Class,Critical
AU-2013-3370,28-03-2013,01-04-2013,JM-5580,LOC-E07945F971,Standard Class,Medium
AO-2013-7170,12-08-2013,17-08-2013,HG-4845,LOC-415A720000,Standard Class,Medium
NI-2011-6330,13-12-2011,17-12-2011,VT-11700,LOC-792EA3FC2D,Standard Class,High
IS-2011-9650,13-10-2011,15-10-2011,MR-7545,LOC-3270626652,Second Class,High
US-2013-167255,02-12-2013,04-12-2013,DP-13000,LOC-F4A4725E50,First Class,Medium
ES-2013-5014054,21-05-2013,25-05-2013,SC-20845,LOC-FCF2ABE996,Standard Class,High
IT-2013-2336271,11-04-2013,12-04-2013,VG-21790,LOC-5C9275C887,First Class,High
ES-2012-5924445,24-08-2012,26-08-2012,NZ-18565,LOC-0648C03731,Second Class,High
ES-2012-3082564,31-03-2012,05-04-2012,SN-20560,LOC-9B265A2AD2,Standard Class,Medium
ES-2012-3493303,03-02-2012,07-02-2012,ML-17395,LOC-7B6AAE616F,Standard Class,High
IN-2011-83100,29-09-2011,01-10-2011,DK-13090,LOC-F29935D9FE,Second Class,High
SF-2011-3360,05-05-2011,11-05-2011,MY-7380,LOC-9A7F9DCD03,Standard Class,Medium
MX-2012-152499,11-05-2012,15-05-2012,KA-16525,LOC-01F12E099D,Standard Class,Medium
ES-2011-1322522,09-07-2011,13-07-2011,JD-16015,LOC-6597DCCCFA,Standard Class,High
ES-2012-3337263,27-04-2012,02-05-2012,SB-20185,LOC-0ED2B0EB2B,Standard Class,Medium
ES-2014-2106732,12-12-2014,12-12-2014,GH-14425,LOC-77359ACDB0,Same Day,High
CA-2014-114370,15-03-2014,18-03-2014,BN-11470,LOC-59711BEAEC,Second Class,Medium
US-2013-141264,14-08-2013,20-08-2013,CT-11995,LOC-4EB88B7755,Standard Class,Medium
EG-2013-7420,23-11-2013,28-11-2013,DR-2880,LOC-0F2A5E55E2,Standard Class,Medium
TU-2012-4710,10-08-2012,14-08-2012,JE-5745,LOC-4D7049001F,Standard Class,Medium
MX-2012-127103,15-06-2012,19-06-2012,JP-15520,LOC-FCFADD473E,Standard Class,Medium
MX-2013-135006,29-04-2013,04-05-2013,ST-20530,LOC-31F09257A3,Standard Class,Medium
IN-2014-64137,03-07-2014,10-07-2014,SR-20425,LOC-54288D4E17,Standard Class,Low
IN-2013-71592,24-08-2013,26-08-2013,NM-18445,LOC-6C7031905C,Second Class,Critical
IN-2013-59027,04-12-2013,04-12-2013,SS-20875,LOC-E4B7C493D9,Same Day,Medium
ID-2012-70052,25-01-2012,27-01-2012,FM-14380,LOC-C4990CCFF0,Second Class,High
TZ-2014-9600,19-08-2014,24-08-2014,JS-5940,LOC-5DD4C0368E,Standard Class,Medium
CA-2013-9030,04-10-2013,09-10-2013,DC-2850,LOC-559998CFAC,Standard Class,High
MX-2014-108686,07-12-2014,13-12-2014,RH-19495,LOC-2A18EDB18E,Standard Class,Medium
MX-2012-142713,08-06-2012,12-06-2012,JO-15145,LOC-C19DE3C150,Standard Class,Medium
ES-2013-5734148,18-02-2013,25-02-2013,NG-18355,LOC-9374960872,Standard Class,Medium
US-2014-169502,29-08-2014,02-09-2014,MG-17650,LOC-07452EB189,Standard Class,Medium
UG-2014-630,26-05-2014,31-05-2014,CD-2280,LOC-DBE4132BCE,Second Class,Medium
CA-2012-9570,23-11-2012,27-11-2012,LC-6885,LOC-240F4FB461,Standard Class,Medium
US-2012-106523,10-02-2012,14-02-2012,RB-19795,LOC-CDEA622CFB,Standard Class,High
US-2014-156580,07-10-2014,13-10-2014,BM-11140,LOC-71B8B60810,Standard Class,Medium
MX-2011-166737,17-05-2011,21-05-2011,CC-12670,LOC-4676B12600,Second Class,High
MX-2011-129826,08-09-2011,13-09-2011,AB-10255,LOC-1D8C80486E,Second Class,Medium
ES-2013-4531046,22-08-2013,27-08-2013,DP-13390,LOC-94D6BD6BE5,Standard Class,Medium
IN-2012-40449,23-06-2012,29-06-2012,MG-17890,LOC-3C7C147FBA,Standard Class,Medium
IN-2014-13520,11-02-2014,14-02-2014,CR-12625,LOC-562BA13087,Second Class,Medium
IN-2013-65950,23-08-2013,29-08-2013,NP-18700,LOC-E4B7C493D9,Standard Class,Medium
CA-2014-139822,16-09-2014,22-09-2014,Dp-13240,LOC-437C278B5F,Standard Class,Low
CA-2013-169824,13-12-2013,18-12-2013,NS-18640,LOC-5205C5827F,Standard Class,Medium
TU-2014-7830,03-01-2014,07-01-2014,RA-9285,LOC-2CE1D0AC49,Standard Class,Medium
